07.01紅葉賀	OH_OO渋谷源氏	330	350	B	朱雀	スザク	スザク	名詞-固有名詞-人名-一般			スザク	固
07.01紅葉賀	OH_OO渋谷源氏	1080	1090	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	連用形-一般	ミ	和
07.01紅葉賀	OH_OO渋谷源氏	1090	1120	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
07.01紅葉賀	OH_OO渋谷源氏	1120	1140	I	ざら	ず	ズ	助動詞	文語助動詞-ズ	未然形-補助	ザラ	和
07.01紅葉賀	OH_OO渋谷源氏	1140	1150	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
07.01紅葉賀	OH_OO渋谷源氏	1150	1160	I	を	を	ヲ	助詞-格助詞			オ	和
07.01紅葉賀	OH_OO渋谷源氏	1160	1170	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1170	1190	I	飽か	飽く	アク	動詞-一般	文語四段-カ行	未然形-一般	アカ	和
07.01紅葉賀	OH_OO渋谷源氏	1190	1200	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
07.01紅葉賀	OH_OO渋谷源氏	1200	1220	I	思さ	思す	オボス	動詞-一般	文語四段-サ行	未然形-一般	オボサ	和
07.01紅葉賀	OH_OO渋谷源氏	1220	1240	I	るれ	れる	レル	助動詞	文語下二段-ラ行	已然形-一般	ルレ	和
07.01紅葉賀	OH_OO渋谷源氏	1240	1250	I	ば	ば	バ	助詞-接続助詞			バ	和
07.01紅葉賀	OH_OO渋谷源氏	1250	1260	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1260	1280	I	試楽	試楽	シガク	名詞-普通名詞-一般			シガク	漢
07.01紅葉賀	OH_OO渋谷源氏	1280	1290	I	を	を	ヲ	助詞-格助詞			オ	和
07.01紅葉賀	OH_OO渋谷源氏	1290	1300	I	御	御	オ	接頭辞			オ	和
07.01紅葉賀	OH_OO渋谷源氏	1300	1310	I	前	前	マエ	名詞-普通名詞-副詞可能			マエ	和
07.01紅葉賀	OH_OO渋谷源氏	1310	1330	I	にて	にて	ニテ	助詞-格助詞			ニテ	和
07.01紅葉賀	OH_OO渋谷源氏	1330	1340	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1340	1350	I	せ	為る	スル	動詞-非自立可能	文語サ行変格	未然形-一般	セ	和
07.01紅葉賀	OH_OO渋谷源氏	1350	1370	I	させ	させる	サセル	助動詞	文語下二段-サ行	連用形-一般	サセ	和
07.01紅葉賀	OH_OO渋谷源氏	1370	1400	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
07.01紅葉賀	OH_OO渋谷源氏	1400	1410	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	1410	1420	B	源	ゲン	ゲン	名詞-固有名詞-人名-姓			ゲン	固
07.01紅葉賀	OH_OO渋谷源氏	1420	1430	I	氏	氏	シ	接尾辞-名詞的-一般			ジ	漢
07.01紅葉賀	OH_OO渋谷源氏	1430	1450	I	中将	中将	チュウジョウ	名詞-普通名詞-一般			チュージョー	漢
07.01紅葉賀	OH_OO渋谷源氏	1450	1460	I	は	は	ハ	助詞-係助詞			ワ	和
07.01紅葉賀	OH_OO渋谷源氏	1460	1470	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1470	1490	I	青海	青海	セイカイ	名詞-普通名詞-一般			セーガイ	漢
07.01紅葉賀	OH_OO渋谷源氏	1490	1500	I	波	波	ハ	接尾辞-名詞的-一般			ハ	漢
07.01紅葉賀	OH_OO渋谷源氏	1500	1510	I	を	を	ヲ	助詞-格助詞			オ	和
07.01紅葉賀	OH_OO渋谷源氏	1510	1520	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
07.01紅葉賀	OH_OO渋谷源氏	1520	1540	I	舞ひ	舞う	マウ	動詞-一般	文語四段-ハ行	連用形-一般	マイ	和
07.01紅葉賀	OH_OO渋谷源氏	1540	1570	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
07.01紅葉賀	OH_OO渋谷源氏	1570	1590	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
07.01紅葉賀	OH_OO渋谷源氏	1590	1600	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	1600	1620	B	片手	片手	カタテ	名詞-普通名詞-一般			カタテ	和
07.01紅葉賀	OH_OO渋谷源氏	1620	1630	I	に	に	ニ	助詞-格助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	1630	1640	I	は	は	ハ	助詞-係助詞			ワ	和
07.01紅葉賀	OH_OO渋谷源氏	1640	1660	I	大殿	大殿	オオトノ	名詞-普通名詞-一般			オートノ	和
07.01紅葉賀	OH_OO渋谷源氏	1660	1670	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	1670	1680	I	頭	頭	トウ	名詞-普通名詞-一般			トー	漢
07.01紅葉賀	OH_OO渋谷源氏	1680	1700	I	中将	中将	チュウジョウ	名詞-普通名詞-一般			チュージョー	漢
07.01紅葉賀	OH_OO渋谷源氏	1700	1710	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	1710	1730	B	容貌	形	カタチ	名詞-普通名詞-一般			カタチ	和
07.01紅葉賀	OH_OO渋谷源氏	1730	1740	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1740	1760	I	用意	用意	ヨウイ	名詞-普通名詞-サ変可能			ヨーイ	漢
07.01紅葉賀	OH_OO渋谷源氏	1760	1770	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1770	1780	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
07.01紅葉賀	OH_OO渋谷源氏	1780	1790	I	に	に	ニ	助詞-格助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	1790	1800	I	は	は	ハ	助詞-係助詞			ワ	和
07.01紅葉賀	OH_OO渋谷源氏	1800	1820	I	こと	異	コト	名詞-普通名詞-一般			コト	和
07.01紅葉賀	OH_OO渋谷源氏	1820	1840	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
07.01紅葉賀	OH_OO渋谷源氏	1840	1850	I	を	を	ヲ	助詞-格助詞			オ	和
07.01紅葉賀	OH_OO渋谷源氏	1850	1860	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1860	1880	I	立ち	立つ	タツ	動詞-一般	文語四段-タ行	連用形-一般	タチ	和
07.01紅葉賀	OH_OO渋谷源氏	1880	1900	I	並び	並ぶ	ナラブ	動詞-一般	文語四段-バ行	連用形-一般	ナラビ	和
07.01紅葉賀	OH_OO渋谷源氏	1900	1910	I	て	て	テ	助詞-接続助詞			テ	和
07.01紅葉賀	OH_OO渋谷源氏	1910	1920	I	は	は	ハ	助詞-係助詞			ワ	和
07.01紅葉賀	OH_OO渋谷源氏	1920	1930	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	1930	1950	I	なほ	猶	ナオ	副詞			ナオ	和
07.01紅葉賀	OH_OO渋谷源氏	1950	1960	I	花	花	ハナ	名詞-普通名詞-一般			ハナ	和
07.01紅葉賀	OH_OO渋谷源氏	1960	1970	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	1970	2010	I	かたはら	傍ら	カタワラ	名詞-普通名詞-副詞可能			カタワラ	和
07.01紅葉賀	OH_OO渋谷源氏	2010	2020	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	2020	2050	I	深山木	深山木	ミヤマギ	名詞-普通名詞-一般			ミヤマギ	和
07.01紅葉賀	OH_OO渋谷源氏	2050	2070	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
07.01紅葉賀	OH_OO渋谷源氏	2070	2080	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	2080	2110	B	入り方	入り方	イリガタ	名詞-普通名詞-一般			イリガタ	和
07.01紅葉賀	OH_OO渋谷源氏	2110	2120	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	2120	2150	I	日かげ	日影	ヒカゲ	名詞-普通名詞-一般			ヒカゲ	和
07.01紅葉賀	OH_OO渋谷源氏	2150	2160	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2160	2190	I	さやか	清か	サヤカ	形状詞-一般			サヤカ	和
07.01紅葉賀	OH_OO渋谷源氏	2190	2200	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
07.01紅葉賀	OH_OO渋谷源氏	2200	2220	I	さし	差す	サス	動詞-一般	文語四段-サ行	連用形-一般	サシ	和
07.01紅葉賀	OH_OO渋谷源氏	2220	2240	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
07.01紅葉賀	OH_OO渋谷源氏	2240	2250	I	に	に	ニ	助詞-接続助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	2250	2260	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2260	2270	I	楽	楽	ガク	名詞-普通名詞-一般			ガク	漢
07.01紅葉賀	OH_OO渋谷源氏	2270	2280	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	2280	2290	I	声	声	コエ	名詞-普通名詞-一般			コエ	和
07.01紅葉賀	OH_OO渋谷源氏	2290	2320	I	まさり	勝る	マサル	動詞-一般	文語四段-ラ行	連用形-一般	マサリ	和
07.01紅葉賀	OH_OO渋谷源氏	2320	2330	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2330	2350	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
07.01紅葉賀	OH_OO渋谷源氏	2350	2360	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	2360	2410	I	おもしろき	面白い	オモシロイ	形容詞-一般	文語形容詞-ク	連体形-一般	オモシロキ	和
07.01紅葉賀	OH_OO渋谷源氏	2410	2430	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
07.01紅葉賀	OH_OO渋谷源氏	2430	2440	I	に	に	ニ	助詞-格助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	2440	2450	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2450	2470	I	同じ	同じい	オナジイ	形容詞-一般	文語形容詞-シク	語幹-一般	オナジ	和
07.01紅葉賀	OH_OO渋谷源氏	2470	2480	I	舞	舞	マイ	名詞-普通名詞-一般			マイ	和
07.01紅葉賀	OH_OO渋谷源氏	2480	2490	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	2490	2500	I	足	足	アシ	名詞-普通名詞-一般			アシ	和
07.01紅葉賀	OH_OO渋谷源氏	2500	2520	I	踏み	踏む	フム	動詞-一般	文語四段-マ行	連用形-一般	フミ	和
07.01紅葉賀	OH_OO渋谷源氏	2520	2530	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2530	2570	I	おももち	面持ち	オモモチ	名詞-普通名詞-一般			オモモチ	和
07.01紅葉賀	OH_OO渋谷源氏	2570	2580	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2580	2590	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
07.01紅葉賀	OH_OO渋谷源氏	2590	2600	I	に	に	ニ	助詞-格助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	2600	2620	I	見え	見える	ミエル	動詞-一般	文語下二段-ヤ行	未然形-一般	ミエ	和
07.01紅葉賀	OH_OO渋谷源氏	2620	2630	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
07.01紅葉賀	OH_OO渋谷源氏	2630	2650	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
07.01紅葉賀	OH_OO渋谷源氏	2650	2670	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
07.01紅葉賀	OH_OO渋谷源氏	2670	2680	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	2680	2690	B	詠	詠	エイ	名詞-普通名詞-一般			エー	漢
07.01紅葉賀	OH_OO渋谷源氏	2690	2710	I	など	など	ナド	助詞-副助詞			ナド	和
07.01紅葉賀	OH_OO渋谷源氏	2710	2720	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
07.01紅葉賀	OH_OO渋谷源氏	2720	2750	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	命令形	タマエ	和
07.01紅葉賀	OH_OO渋谷源氏	2750	2760	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
07.01紅葉賀	OH_OO渋谷源氏	2760	2770	I	は	は	ハ	助詞-係助詞			ワ	和
07.01紅葉賀	OH_OO渋谷源氏	2770	2780	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2780	2790	I	「	「		補助記号-括弧開				記号
07.01紅葉賀	OH_OO渋谷源氏	2790	2810	I	これ	此れ	コレ	代名詞			コレ	和
07.01紅葉賀	OH_OO渋谷源氏	2810	2820	I	や	や	ヤ	助詞-係助詞			ヤ	和
07.01紅葉賀	OH_OO渋谷源氏	2820	2830	I	，	，		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	2830	2840	I	仏	仏	ホトケ	名詞-普通名詞-一般			ホトケ	和
07.01紅葉賀	OH_OO渋谷源氏	2840	2850	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	2850	2860	I	御	御	オオン	接頭辞			オオン	和
07.01紅葉賀	OH_OO渋谷源氏	2860	2900	I	迦陵頻伽	迦陵頻迦	カリョウビンガ	名詞-普通名詞-一般			カリョービンガ	外
07.01紅葉賀	OH_OO渋谷源氏	2900	2910	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	2910	2920	I	声	声	コエ	名詞-普通名詞-一般			コエ	和
07.01紅葉賀	OH_OO渋谷源氏	2920	2940	I	なら	なり	ナリ	助動詞	文語助動詞-ナリ-断定	未然形-一般	ナラ	和
07.01紅葉賀	OH_OO渋谷源氏	2940	2950	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
07.01紅葉賀	OH_OO渋谷源氏	2950	2960	I	」	」		補助記号-括弧閉				記号
07.01紅葉賀	OH_OO渋谷源氏	2960	2970	I	と	と	ト	助詞-格助詞			ト	和
07.01紅葉賀	OH_OO渋谷源氏	2970	3000	I	聞こゆ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	終止形-一般	キコユ	和
07.01紅葉賀	OH_OO渋谷源氏	3000	3010	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	3010	3060	B	おもしろく	面白い	オモシロイ	形容詞-一般	文語形容詞-ク	連用形-一般	オモシロク	和
07.01紅葉賀	OH_OO渋谷源氏	3060	3090	I	あはれ	哀れ	アワレ	名詞-普通名詞-形状詞可能			アワレ	和
07.01紅葉賀	OH_OO渋谷源氏	3090	3110	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
07.01紅葉賀	OH_OO渋谷源氏	3110	3120	I	に	に	ニ	助詞-接続助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	3120	3130	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3130	3140	I	帝	帝	ミカド	名詞-普通名詞-一般			ミカド	和
07.01紅葉賀	OH_OO渋谷源氏	3140	3150	I	，	，		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3150	3160	I	涙	涙	ナミダ	名詞-普通名詞-サ変可能			ナミダ	和
07.01紅葉賀	OH_OO渋谷源氏	3160	3170	I	を	を	ヲ	助詞-格助詞			オ	和
07.01紅葉賀	OH_OO渋谷源氏	3170	3190	I	拭ひ	拭う	ヌグウ	動詞-一般	文語四段-ハ行	連用形-一般	ノゴイ	和
07.01紅葉賀	OH_OO渋谷源氏	3190	3220	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
07.01紅葉賀	OH_OO渋谷源氏	3220	3230	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3230	3260	I	上達部	上達部	カンダチメ	名詞-普通名詞-一般			カンダチメ	和
07.01紅葉賀	OH_OO渋谷源氏	3260	3270	I	，	，		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3270	3290	I	親王	御子	ミコ	名詞-普通名詞-一般			ミコ	和
07.01紅葉賀	OH_OO渋谷源氏	3290	3310	I	たち	達	タチ	接尾辞-名詞的-一般			タチ	和
07.01紅葉賀	OH_OO渋谷源氏	3310	3320	I	も	も	モ	助詞-係助詞			モ	和
07.01紅葉賀	OH_OO渋谷源氏	3320	3330	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3330	3350	I	みな	皆	ミナ	名詞-普通名詞-副詞可能			ミナ	和
07.01紅葉賀	OH_OO渋谷源氏	3350	3370	I	泣き	泣く	ナク	動詞-一般	文語四段-カ行	連用形-一般	ナキ	和
07.01紅葉賀	OH_OO渋谷源氏	3370	3400	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
07.01紅葉賀	OH_OO渋谷源氏	3400	3410	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
07.01紅葉賀	OH_OO渋谷源氏	3410	3420	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	3420	3430	B	詠	詠	エイ	名詞-普通名詞-一般			エー	漢
07.01紅葉賀	OH_OO渋谷源氏	3430	3450	I	はて	果てる	ハテル	動詞-非自立可能	文語下二段-タ行	連用形-一般	ハテ	和
07.01紅葉賀	OH_OO渋谷源氏	3450	3460	I	て	て	テ	助詞-接続助詞			テ	和
07.01紅葉賀	OH_OO渋谷源氏	3460	3470	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3470	3480	I	袖	袖	ソデ	名詞-普通名詞-一般			ソデ	和
07.01紅葉賀	OH_OO渋谷源氏	3480	3500	I	うち	打ち	ウチ	接頭辞			ウチ	和
07.01紅葉賀	OH_OO渋谷源氏	3500	3530	I	なほし	直す	ナオス	動詞-非自立可能	文語四段-サ行	連用形-一般	ナオシ	和
07.01紅葉賀	OH_OO渋谷源氏	3530	3560	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	命令形	タマエ	和
07.01紅葉賀	OH_OO渋谷源氏	3560	3570	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
07.01紅葉賀	OH_OO渋谷源氏	3570	3580	I	に	に	ニ	助詞-接続助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	3580	3590	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3590	3610	I	待ち	待つ	マツ	動詞-一般	文語四段-タ行	連用形-一般	マチ	和
07.01紅葉賀	OH_OO渋谷源氏	3610	3630	I	とり	取る	トル	動詞-一般	文語四段-ラ行	連用形-一般	トリ	和
07.01紅葉賀	OH_OO渋谷源氏	3630	3650	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
07.01紅葉賀	OH_OO渋谷源氏	3650	3660	I	楽	楽	ガク	名詞-普通名詞-一般			ガク	漢
07.01紅葉賀	OH_OO渋谷源氏	3660	3670	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	3670	3730	I	にぎははしき	賑わわしい	ニギワワシイ	形容詞-一般	文語形容詞-シク	連体形-一般	ニギワワシキ	和
07.01紅葉賀	OH_OO渋谷源氏	3730	3740	I	に	に	ニ	助詞-接続助詞			ニ	和
07.01紅葉賀	OH_OO渋谷源氏	3740	3750	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3750	3760	I	顔	顔	カオ	名詞-普通名詞-一般			カオ	和
07.01紅葉賀	OH_OO渋谷源氏	3760	3770	I	の	の	ノ	助詞-格助詞			ノ	和
07.01紅葉賀	OH_OO渋谷源氏	3770	3800	I	色あひ	色合い	イロアイ	名詞-普通名詞-一般			イロアイ	和
07.01紅葉賀	OH_OO渋谷源氏	3800	3830	I	まさり	勝る	マサル	動詞-一般	文語四段-ラ行	連用形-一般	マサリ	和
07.01紅葉賀	OH_OO渋谷源氏	3830	3840	I	て	て	テ	助詞-接続助詞			テ	和
07.01紅葉賀	OH_OO渋谷源氏	3840	3850	I	、	、		補助記号-読点				記号
07.01紅葉賀	OH_OO渋谷源氏	3850	3860	I	常	常	ツネ	名詞-普通名詞-一般			ツネ	和
07.01紅葉賀	OH_OO渋谷源氏	3860	3880	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
07.01紅葉賀	OH_OO渋谷源氏	3880	3890	I	も	も	モ	助詞-係助詞			モ	和
07.01紅葉賀	OH_OO渋谷源氏	3890	3910	I	光る	光る	ヒカル	動詞-一般	文語四段-ラ行	終止形-一般	ヒカル	和
07.01紅葉賀	OH_OO渋谷源氏	3910	3920	I	と	と	ト	助詞-格助詞			ト	和
07.01紅葉賀	OH_OO渋谷源氏	3920	3940	I	見え	見える	ミエル	動詞-一般	文語下二段-ヤ行	連用形-一般	ミエ	和
07.01紅葉賀	OH_OO渋谷源氏	3940	3970	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
07.01紅葉賀	OH_OO渋谷源氏	3970	3980	I	。	。		補助記号-句点				記号
07.01紅葉賀	OH_OO渋谷源氏	3980	4000	B	春宮	春宮	トウグウ	名詞-普通名詞-一般			トーグー	漢
